Title,Authors,Year,Venue,Index
using probabilistic information in data integration.,"daniela florescu, daphne koller, alon y. levy",1997,vldb,53e9b9dab7602d97045d3160
r-tree based indexing of now-relative bitemporal data.,"rasa bliujute, christian s. jensen, simonas saltenis, giedrius slivinskas",1998,vldb,53e9b746b7602d97042e000e
referee: an open framework for practical testing of recommender systems using researchindex.,"dan cosley, steve lawrence, david m. pennock",2002,vldb,53e9a767b7602d97030a3080
a raster approximation for processing of spatial joins.,"geraldo zimbrao, jano moreira de souza",1998,vldb,53e9b12ab7602d9703bacfb7
matching database access patterns to storage characteristics.,jiri schindler,2003,vldb phd workshop,53e9a50fb7602d9702e3050d
materialized view selection for multidimensional datasets.,"amit shukla, prasad deshpande, jeffrey f. naughton",1998,vldb,53e9a4b8b7602d9702dd5e3b
an evaluation of generic bulk loading techniques.,"jochen van den bercken, bernhard seeger",2001,vldb,53e9b885b7602d9704459d5f
a comparative study of alternative middle tier caching solutions to support dynamic web content acceleration.,"anindya datta, kaushik dutta, helen m. thomas, debra e. vandermeer, krithi ramamritham, dan fishman",2001,vldb,53e9b867b7602d97044340d8
answering queries with aggregation using views.,"divesh srivastava, shaul dar, h. v. jagadish, alon y. levy",1996,vldb,53e9990db7602d970214d36a
"biodiversity informatics: the challenge of rapid development, large databases, and complex data (keynote).","meridith a. lane, james l. edwards, ebbe nielsen",2000,vldb,53e9a051b7602d970293978d
streamminer: a classifier ensemble-based engine to mine concept-drifting data streams.,wei fan,2004,vldb,53e9b52db7602d970406711c
large databases for remote sensing and gis.,a. r. dasgupta,1996,vldb,53e9a7bab7602d97030f60ad
a practical and modular implementation of extended transaction models.,"roger s. barga, calton pu",1995,vldb,53e9aa32b7602d97033a1147
staircase join: teach a relational dbms to watch its (axis) steps.,"torsten grust, maurice van keulen, jens teubner",2003,vldb,53e9a13fb7602d9702a33280
building light-weight wrappers for legacy web data-sources using w4f.,"arnaud sahuguet, fabien azavant",1999,vldb,53e9ba70b7602d97046950d3
publish/subscribe on the web at extreme speed.,"joão pereira, françoise fabret, françois llirbat, radu preotiuc-pietro, kenneth a. ross, dennis shasha",2000,vldb,53e9bb0fb7602d97047483c7
anipqo: almost non-intrusive parametric query optimization for nonlinear cost functions.,"arvind hulgeri, s. sudarshan 0001",2003,vldb,53e9986eb7602d97020ac05e
koda - the architecture and interface of a data model independent kernel.,"gopalan arun, ashok joshi",1998,vldb,53e9b9adb7602d970459fb53
quiet: continuous query-driven index tuning.,"kai-uwe sattler, ingolf geist, eike schallehn",2003,vldb,53e9bb3db7602d9704779b65
the changing landscape of the software industry and its implications for india,umang gupta,1996,vldb,53e9a658b7602d9702f8c37c
protdb: probabilistic data in xml.,"andrew nierman, h. v. jagadish",2002,vldb,53e9aed1b7602d97038fa413
the data-centric revolution in networking.,scott shenker,2003,vldb,53e9b19cb7602d9703c2527c
efficient approximation of optimization queries under parametric aggregation constraints.,"sudipto guha, dimitrios gunopulos, nick koudas, divesh srivastava, michail vlachos",2003,vldb,53e9b641b7602d970419d437
novel approaches in query processing for moving object trajectories.,"dieter pfoser, christian s. jensen, yannis theodoridis",2000,vldb,53e9b607b7602d970415bd12
"wireless graffiti - data, data everywhere matters.","tomasz imielinski, b. r. badrinath",2002,vldb,53e99beab7602d9702493846
avoiding ordering and grouping in query processing.,"xiaoyu wang, mitch cherniack",2003,vldb,53e9b929b7602d970451535e
wic: a general-purpose algorithm for monitoring web information sources.,"sandeep pandey, kedar dhamdhere, christopher olston",2004,vldb,53e9b0c2b7602d9703b34a47
nestream: querying nested streams.,"damianos chatziantoniou, achilleas anagnostopoulos",2004,sigmod record,53e99a78b7602d97022e901f
optimization of data stream processing.,"janusz r. getta, ehsan vossough",2004,sigmod record,53e9aeebb7602d9703917def
digital library services in mobile computing.,"bharat k. bhargava, melliyal annamalai, evaggelia pitoura",1995,sigmod record,53e9b2f9b7602d9703db8ef9
information rules.,dale a. stirling,2003,sigmod record,53e997b9b7602d9701f9d978
semistructured und structured data in the web: going back and forth.,"paolo atzeni, giansalvatore mecca, paolo merialdo",1997,sigmod record,53e9a36db7602d9702c77750
semantic integration of semistructured and structured data sources.,"sonia bergamaschi, silvana castano, maurizio vincini",1999,sigmod record,53e9b40eb7602d9703f006b9
foundations of statistical natural language processing - book review.,gerhard weikum,2002,sigmod record,53e9bd1db7602d97049a50d0
"sql: 1999, formerly known as sql 3.","andrew eisenberg, jim melton",1999,sigmod record,53e9a480b7602d9702d9b138
the p operator: discovering and ranking associations on the semantic web.,"kemafor anyanwu, amit p. sheth",2002,sigmod record,53e99a3cb7602d9702299fe9
fintime - a financial time series benchmark.,"kaippallimalil j. jacob, dennis shasha",1999,sigmod record,53e9aa2cb7602d970339bf14
workshop report on experiences using object data management in the real-world.,akmal b. chaudhri,1998,sigmod record,53e99d58b7602d9702613e02
the asilomar report on database research.,"philip a. bernstein, michael l. brodie, stefano ceri, david j. dewitt, michael j. franklin, hector garcia-molina, jim gray, gerald held, joseph m. hellerstein, h. v. jagadish, michael lesk, david maier, jeffrey f. naughton, hamid pirahesh, michael stonebraker, jeffrey d. ullman",1998,sigmod record,53e9afeeb7602d9703a429c6
towards on-line analytical mining in large databases.,jiawei han,1998,sigmod record,53e9a52cb7602d9702e5083b
reconsidering multi-dimensional schemas.,tim martyn,2004,sigmod record,53e99afeb7602d970238d25a
report on the 24th european colloquium on information retrieval research.,"fabio crestani, mark girolami",2002,sigmod record,53e9a7c1b7602d9703101656
parameterized complexity for the database theorist.,martin grohe,2002,sigmod record,53e9a31eb7602d9702c266ab
edbt04 workshop on database technologies for handling xml information on the web.,"marco mesiti, barbara catania, giovanna guerrini, akmal b. chaudhri",2004,sigmod record,53e9b2dbb7602d9703d91bc7
predator: a resource for database research.,praveen seshadri,1998,sigmod record,53e9a699b7602d9702fcd165
reasoning on regular path queries.,"diego calvanese, giuseppe de giacomo, maurizio lenzerini, moshe y. vardi",2003,sigmod record,53e9ad68b7602d970374f0fd
editor's notes.,ling liu,2003,sigmod record,53e99800b7602d970200b60a
database research at the university of oklahoma.,"le gruenwald, leonard brown, ravi a. dirckze, sylvain guinepain, carlos sánchez, brian summers, sirirut vanichayobon",1999,sigmod record,53e9aa66b7602d97033d942d
a conceptual architecture for semantic web enabled web services.,"christoph bussler, dieter fensel, alexander maedche",2002,sigmod record,53e99d96b7602d9702655648
research issues in federated database systems: report of efdbs '97 workshop.,"stefan conrad, barry eaglestone, wilhelm hasselbring, mark roantree, fèlix saltor, martin schönhoff, markus strässler, mark w. w. vermeer",1997,sigmod record,53e9b33db7602d9703e0f3ee
first-class views: a key to user-centered computing.,"arnon rosenthal, edward sciore",1999,sigmod record,53e9a61fb7602d9702f4b489
bluetooth-based sensor networks.,"philippe bonnet, allan beaufour, mads bondo dydensborg, martin leopold",2003,sigmod record,53e99a0eb7602d970225f6a1
the database group at national technical university of athens (ntua).,"timos k. sellis, yannis vassiliou",1995,sigmod record,53e9adcdb7602d97037d291a
"the five-minute rule ten years later, and other computer storage rules of thumb.","jim gray, goetz graefe",1997,sigmod record,53e9a67cb7602d9702fae348
changes to the acm tods editorial board.,richard t. snodgrass,2004,sigmod record,53e9a38fb7602d9702ca038a
supporting global user profiles through trusted authorities.,ibrahim cingil,2002,sigmod record,53e9b388b7602d9703e6a0ee
information integration on the web: a view from ai and databases (report on iiweb-03).,"subbarao kambhampati, craig a. knoblock",2003,sigmod record,53e9b587b7602d97040c8e5d
agent-oriented software engineering report on the 4th aose workshop (aose 2003).,paolo giorgini,2003,sigmod record,53e9b550b7602d970408b42c
repositories and object oriented databases.,philip a. bernstein,1998,sigmod record,53e9ade2b7602d97037ec4ae
journal relevance.,richard t. snodgrass,2003,sigmod record,53e997b5b7602d9701f96d88
continuous queries over data streams.,"shivnath babu, jennifer widom",2001,sigmod record,53e9ac7bb7602d97036524b7
the cougar project: a work-in-progress report.,"alan j. demers, johannes gehrke, rajmohan rajaraman, agathoniki trigoni, yong yao",2003,sigmod record,53e9bb08b7602d97047405ad
data analysis and mining in the life sciences.,nam huyn,2001,sigmod record,53e9b46fb7602d9703f703d9
improving access to environmental data using context information.,"anthony tomasic, eric simon",1997,sigmod record,53e9a839b7602d970318585a
hector garcia-molina speaks out.,marianne winslett,2002,sigmod record,53e9aa1db7602d970338abf3
multi-table joins through bitmapped join indices.,"patrick e. o'neil, goetz graefe",1995,sigmod record,53e9ba65b7602d9704683904
a query language for a web-site management system.,"mary f. fernandez, daniela florescu, alon y. levy, dan suciu",1997,sigmod record,53e9ab48b7602d97034d8db1
an annotated bibliography on real-time database systems.,özgür ulusoy,1995,sigmod record,53e99cd1b7602d9702583fd1
letter to sigmod record editor.,nazih elderini,2002,sigmod record,53e9af68b7602d97039ab743
real-time database - similarity semantics and resource scheduling.,"tei-wei kuo, aloysius k. mok",1996,sigmod record,53e99f35b7602d9702805451
"semantic web workshop: models, architectures and management.","panos constantopoulos, vassilis christophides, dimitris plexousakis",2001,sigmod record,53e9a5beb7602d9702ee5180
"preservation of digital data with self-validating, self-instantiating knowledge-based archives.","bertram ludäscher, richard marciano, reagan moore",2001,sigmod record,53e9b6abb7602d970422aac5
an annotated bibliography on active databases.,"ulrike jaeger, johann christoph freytag",1995,sigmod record,53e9a1d0b7602d9702acbf58
querying multiple bioinformatics data sources: can semantic web research help?,"david buttler, matthew coleman, terence critchlow, renato fileto, wei han, ling liu, calton pu, daniel rocco, li xiong",2002,sigmod record,53e9b6bfb7602d97042462bd
describing semistructured data.,luca cardelli,2001,sigmod record,53e99813b7602d970202b96d
report on the 13th brazilian symposium on database systems (sbbd'98).,"mario a. nascimento, claudia bauzer medeiros",1999,sigmod record,53e99e78b7602d970273a433
design and management of data warehouses: report on the dmdw'99 workshop.,"stella gatziu, manfred a. jeusfeld, martin staudt, yannis vassiliou",1999,sigmod record,53e9b88bb7602d970445ea97
report on the 8th international workshop on knowledge representation meets databases (krdb).,"maurizio lenzerini, daniele nardi, werner nutt, dan suciu",2001,sigmod record,53e9b9a0b7602d970459057d
new standard for stored procedures in sql.,andrew eisenberg,1996,sigmod record,53e9a995b7602d97032f0f99
understanding the semantics of sensor data.,murali mani,2003,sigmod record,53e9b87fb7602d97044516f7
p-grid: a self-organizing structured p2p system.,"karl aberer, philippe cudré-mauroux, anwitaman datta, zoran despotovic, manfred hauswirth, magdalena punceva, roman schmidt",2003,sigmod record,53e9a839b7602d97031824c6
closing the key loophole in mls databases.,"nenad jukic, svetlozar nestorov, susan v. vrbsky",2003,sigmod record,53e9a7eab7602d97031283f1
research activities in database management and information retrieval at the university of illinois at chicago.,"isabel f. cruz, ashfaq a. khokhar, bing liu 0001, a. prasad sistla, ouri wolfson, clement t. yu",2002,sigmod record,53e9a727b7602d970305e97a
extracting entity profiles from semistructured information spaces.,"robert a. nado, scott b. huffman",1997,sigmod record,53e9a9f7b7602d970335efd0
where will object techonology drive data administration?,arnon rosenthal,1998,sigmod record,53e9aed7b7602d970390222a
"towards adaptive workflow systems, cscw-98 workshop report.","abraham bernstein, chrysanthos dellarocas, mark klein",1999,sigmod record,53e9abcfb7602d97035851ff
generating spatiotemporal datasets on the www.,"yannis theodoridis, mario a. nascimento",2000,sigmod record,53e99bc6b7602d970246db8f
normalization in oodb design.,byung suk lee,1995,sigmod record,53e99a74b7602d97022e39e2
management of data and services in the environmental information system (uis) of baden-württemberg.,"wolf-fritz riekert, roland mayer-föll, gerlinde wiest",1997,sigmod record,53e9addab7602d97037e07d4
an active functionality service for e-business applications.,"mariano cilia, alejandro p. buchmann",2002,sigmod record,53e9ab42b7602d97034d4ff3
the hyperion project: from data integration to data coordination.,"marcelo arenas, vasiliki kantere, anastasios kementsietsidis, iluju kiringa, renée j. miller, john mylopoulos",2003,sigmod record,53e9a48eb7602d9702daf1eb
research in information managment at dublin city university.,"mark roantree, alan f. smeaton",2002,sigmod record,53e9a9d9b7602d970333c25d
interview with rakesh agrawal.,marianne winslett,2003,sigmod record,53e99aa6b7602d970231ea2c
"workshop on performance and architecture of web servers (paws-2000, held in conjection with sigmetrics-2000).","krishna kant, prasant mohapatra",2000,sigmod record,53e99e54b7602d97027185c1
the grid: an application of the semantic web.,"carole a. goble, david de roure",2002,sigmod record,53e9abe4b7602d970359e217
transactional information systems - book review.,marc h. scholl,2001,sigmod record,53e9b55eb7602d9704099d1f
automatic direct and indirect schema mapping: experiences and lessons learned.,"david w. embley, li xu, yihong ding",2004,sigmod record,53e9ae1cb7602d970382dc4b
deeds towards a distributed and active real-time database system.,"sten andler, jörgen hansson, joakim eriksson, jonas mellin, mikael berndtsson, bengt eftring",1996,sigmod record,53e9a593b7602d9702eb9db0
the mariposa distributed database management system.,jeff sidell,1996,sigmod record,53e9a751b7602d970308c5f4
incremental maintenance of recursive views using relational calculus/sql.,"guozhu dong, jianwen su",2000,sigmod record,53e9aa73b7602d97033e79bb
hierarchies and relative operators in the olap environment.,"elaheh pourabbas, maurizio rafanelli",2000,sigmod record,53e9be5db7602d9704b1c869
contextualizing the information space in federated digital libraries.,"mike p. papazoglou, jeroen hoppenbrouwers",1999,sigmod record,53e9af81b7602d97039c994d
detection and classification of intrusions and faults using sequences of system calls.,"joão b. d. cabrera, lundy m. lewis, raman k. mehra",2001,sigmod record,53e9a186b7602d9702a7c019
design and user testing of a multi-paradigm query interface to an object-oriented database.,"dac khoa doan, norman w. paton, alistair c. kilgour",1995,sigmod record,53e9ac89b7602d970365fef8
report from the first workshop on geo sensor networks.,"silvia nittel, anthony stefanidis, isabel f. cruz, max j. egenhofer, dina q. goldin, a. howard, alexandros labrinidis, samuel madden, agnès voisard, michael f. worboys",2004,sigmod record,53e9ad18b7602d97036f6d04
real-time index concurrency control.,"jayant r. haritsa, s. seshadri",1996,sigmod record,53e9ad92b7602d970378f854
the trigs active object-oriented database system - an overview.,"gerti kappel, werner retschitzegger",1998,sigmod record,53e9b6eeb7602d970428277b
editor's (farewell) notes.,arie segev,1995,sigmod record,53e99a1ab7602d970226c372
pixel-oriented database visualizations.,daniel a. keim,1996,sigmod record,53e99b36b7602d97023d5c86
an extensible notation for spatiotemporal index queries.,"vassilis j. tsotras, christian s. jensen, richard t. snodgrass",1998,sigmod record,53e9ba11b7602d970461689e
energy and rate based mac protocol for wireless sensor networks.,"rajgopal kannan, ramaraju kalidindi, s. sitharama iyengar, vijay kumar",2003,sigmod record,53e9a3f5b7602d9702d0f275
enhancing external consistency in real-time transactions.,"kwei-jay lin, shing-shan peng",1996,sigmod record,53e9a25cb7602d9702b657f2
information warfare and security - book review.,h. v. jagadish,2001,sigmod record,53e9b621b7602d9704179194
optimizing jan jannink's implementation of b+-tree deletion,"r. maelbrancke, h. olivie",1995,sigmod record,53e99cd8b7602d970258b387
sigmod'2000 program chair's message.,jeffrey f. naughton,2000,sigmod record,53e9b3c8b7602d9703eb6386
edgar f. codd: a tribute and personal memoir.,c. j. date,2003,sigmod record,53e99ed2b7602d970279f357
branding yourself.,"richard t. snodgrass, merrie brucks",2004,sigmod record,53e9979eb7602d9701f6e878
introduction to the career forum column.,alexandros labrinidis,2001,sigmod record,53e9b716b7602d97042af1f4
team communications among autonomous sensor swarms.,"mario gerla, yunjung yi",2004,sigmod record,53e9b326b7602d9703df52e8
an early look at xquery.,"jim melton, andrew eisenberg",2002,sigmod record,53e9ab00b7602d97034842b9
design and implementation of rmp - a virtual electronic market place.,"susanne boll, wolfgang klas, bernard battaglin",1998,sigmod record,53e9b505b7602d970403963f
an extended entity-relationship model for geographic applications.,"thanasis hadzilacos, nectaria tryfona",1997,sigmod record,53e9b55eb7602d97040990b7
combining fuzzy information: an overview.,ronald fagin,2002,sigmod record,53e9ac2db7602d97035eea81
an early look at xquery api for java (xqj).,"andrew eisenberg, jim melton",2004,sigmod record,53e9a335b7602d9702c3bf4a
open issues in parallel query optimization.,"waqar hasan, daniela florescu, patrick valduriez",1996,sigmod record,53e9b4b4b7602d9703fc847e
replica allocation for correlated data items in ad hoc sensor networks.,"takahiro hara, norishige murakami, shojiro nishio",2004,sigmod record,53e9a3e1b7602d9702cf62c3
the piazza peer data management project.,"igor tatarinov, zachary g. ives, jayant madhavan, alon y. halevy, dan suciu, nilesh n. dalvi, xin dong 0001, yana kadiyska, gerome miklau, peter mork",2003,sigmod record,53e9a2ceb7602d9702bd676a
vice chair's message.,z. meral özsoyoglu,2000,sigmod record,53e99ac4b7602d97023410ed
advances in real-time database systems research.,azer bestavros,1996,sigmod record,53e9a487b7602d9702da2c2d
report on the 1995 international workshop on temporal databases.,"arie segev, christian s. jensen, richard t. snodgrass",1995,sigmod record,53e9ac8fb7602d9703664b1b
xquery formal semantics: state and challenges.,peter fankhauser,2001,sigmod record,53e9ada5b7602d97037a5b84
report on the nsf workshop on building an infrastructure for mobile and wireless systems.,"birgitta könig-ries, kia makki, s. a. m. makki, charles e. perkins, niki pissinou, peter l. reiher, peter scheuermann, jari veijalainen, ouri wolfson",2002,sigmod record,53e9b02fb7602d9703a89c6c
"some remarks on variable independence, closure, and orthographic dimension in constraint databases.",leonid libkin,1999,sigmod record,53e9bb08b7602d970473fd12
the n-tier hub technology.,"rainer a. sommer, thomas r. gulledge, david bailey",2002,sigmod record,53e9b577b7602d97040b62bf
"the sensor spectrum: technology, trends, and requirements.","joseph m. hellerstein, wei hong, samuel madden",2003,sigmod record,53e9b2aab7602d9703d503ff
the aggregate data problem: a system for their definition and management.,"maurizio rafanelli, antonia bezenchek, leonardo tininini",1996,sigmod record,53e9ab14b7602d970349a602
modelling temporal thematic map contents.,"alberto d'onofrio, elaheh pourabbas",2003,sigmod record,53e9b01db7602d9703a78e4f
acm-sigmod digital review.,h. v. jagadish,2000,sigmod record,53e99a52b7602d97022b6cc9
ogdi: toward interoperability among geospatial databases.,"gilles clement, christian larouche, denis gouin, paul morin, henry kucera",1997,sigmod record,53e9af81b7602d97039c5260
wireless client/server computing for personal information services and applications.,"ahmed k. elmagarmid, jin jing, tetsuya furukawa",1995,sigmod record,53e9b41ab7602d9703f11e2a
spire: a progressive content-based spatial image retrieval engine.,"chung-sheng li, lawrence d. bergman, vittorio castelli, john r. smith",2000,sigmod conference,53e9b991b7602d970457f9f7
incremental and effective data summarization for dynamic hierarchical clustering.,"samer nassar, jörg sander, corrine cheng",2004,sigmod conference,53e9b45eb7602d9703f5ce0d
trex: dtd-conforming xml to xml transformations.,"aoying zhou, qing wang, zhimao guo, xueqing gong, shihui zheng, hongwei wu, jianchang xiao, kun yue, wenfei fan",2003,sigmod conference,53e9b9e1b7602d97045dcb59
dbswitch™ - towards a database utility.,"shaul dar, gil hecht, eden shochat",2004,sigmod conference,53e9abbeb7602d970356de2c
approximate xml query answers.,"neoklis polyzotis, minos n. garofalakis, yannis e. ioannidis",2004,sigmod conference,53e99a57b7602d97022be053
fractal prefetching b±trees: optimizing both cache and disk performance.,"shimin chen, phillip b. gibbons, todd c. mowry, gary valentin",2002,sigmod conference,53e9a711b7602d9703046022
recovery protocols for shared memory database systems.,"lory d. molesky, krithi ramamritham",1995,sigmod conference,53e9b52db7602d9704064df2
oracle rdb's record caching model.,"richard anderson, gopalan arun, richard frank",1998,sigmod conference,53e9afe8b7602d9703a39679
a framework for supporting data integration using the materialized and virtual approaches.,"richard hull, gang zhou",1996,sigmod conference,53e9b32bb7602d9703df9017
an indexing framework for peer-to-peer systems.,"adina crainiceanu, prakash linga, ashwin machanavajjhala, johannes gehrke, jayavel shanmugasundaram",2004,sigmod conference,53e9b634b7602d970418ce3b
from browsing to interacting: dbms support for responive websites (abstract).,raghu ramakrishnan,2000,sigmod conference,53e9a12ab7602d9702a18ed2
data quality and data cleaning: an overview.,"theodore johnson, tamraparni dasu",2003,sigmod conference,53e9bbc2b7602d9704811883
general match: a subsequence matching method in time-series databases based on generalized windows.,"yang-sae moon, kyu-young whang, wook-shin han",2002,sigmod conference,53e9bc0ab7602d970486e1e4
olympic records for data at the 1998 nagano games.,edwin r. lassettre,1998,sigmod conference,53e9bc21b7602d970488dcdb
vertical and horizontal percentage aggregations.,carlos ordonez,2004,sigmod conference,53e9b40eb7602d9703f06558
tutorial: designing an ultra highly available dbms.,"svein erik bratsberg, øystein torbjørnsen",2000,sigmod conference,53e9b8dab7602d97044bb2df
the priority r-tree: a practically efficient and worst-case optimal r-tree.,"lars arge, mark de berg, herman j. haverkort, ke yi",2004,sigmod conference,53e9b7fcb7602d97043ab826
about quark digital media system.,kamar aulakh,1998,sigmod conference,53e9ab25b7602d97034afa23
cougar: the network is the database.,"wai fu fung, david sun, johannes gehrke",2002,sigmod conference,53e999eeb7602d9702231c4b
peerdb: peering into personal databases.,"beng chin ooi, kian-lee tan, aoying zhou, chin hong goh, yingguang li, chu yee liau, bo ling, wee siong ng, yanfeng shu, xiaoyu wang, ming zhang",2003,sigmod conference,53e9aed7b7602d9703900d1d
yoo-hoo! building a presence service with xquery and wsdl.,"mary f. fernández, nicola onose, jérôme siméon",2004,sigmod conference,53e9b9a6b7602d97045987b1
"ubiquitous, self-tuning, scalable servers.",peter m. spiro,1998,sigmod conference,53e9b3b7b7602d9703e9f4f3
xpress: a queriable compression for xml data.,"jun-ki min, myung-jae park, chin-wan chung",2003,sigmod conference,53e99c12b7602d97024be997
designing and mining multi-terabyte astronomy archives: the sloan digital sky survey.,"alexander s. szalay, peter z. kunszt, ani thakar, jim gray, donald r. slutz, robert j. brunner",2000,sigmod conference,53e9a246b7602d9702b4b534
"mining database structure; or, how to build a data quality browser.","tamraparni dasu, theodore johnson, s. muthukrishnan, vladislav shkapenyuk",2002,sigmod conference,53e9ac55b7602d9703627eab
client-site query extensions.,"tobias mayr, praveen seshadri",1999,sigmod conference,53e999f5b7602d970223e747
buffering database operations for enhanced instruction cache performance.,"jingren zhou, kenneth a. ross",2004,sigmod conference,53e9ae63b7602d970387e5fb
gigascope: a stream database for network applications.,"charles d. cranor, theodore johnson, oliver spatscheck, vladislav shkapenyuk",2003,sigmod conference,53e9acfeb7602d97036df583
rainbow: mapping-driven xquery processing system.,"xin zhang 0002, mukesh mulchandani, steffen christ, brian murphy, elke a. rundensteiner",2002,sigmod conference,53e9a8ffb7602d970324e54a
the pointcast network.,"satish ramakrishnan, vibha dayal",1998,sigmod conference,53e99853b7602d970208a66e
"counting, enumerating, and sampling of execution plans in a cost-based query optimizer.","florian waas, césar a. galindo-legaria",2000,sigmod conference,53e99db7b7602d970267495d
a database perspective on lotus domino/notes.,c. mohan,1999,sigmod conference,53e9b20cb7602d9703ca745a
illuminating the dark side of web services.,michael l. brodie,2003,vldb,53e9a34ab7602d9702c5457c
information management for genome level bioinformatics.,"norman w. paton, carole a. goble",2001,vldb,53e9bbeab7602d970484131b
networked query processing for distributed stream-based applications.,"yanif ahmad, ugur çetintemel",2004,vldb,53e9a12ab7602d9702a19db5
data compression in oracle.,"meikel pöss, dmitry potapov",2003,vldb,53e99a04b7602d970224f8e9
logical and physical versioning in main memory databases.,"rajeev rastogi, s. seshadri, philip bohannon, dennis w. leinbaugh, abraham silberschatz, s. sudarshan 0001",1997,vldb,53e9b65bb7602d97041bca35
disseminating updates on broadcast disks.,"swarup acharya, michael j. franklin, stanley b. zdonik",1996,vldb,53e9abc9b7602d970357f9b1
xml repository and active views demonstration.,"serge abiteboul, vincent aguilera, sébastien ailleret, bernd amann, sophie cluet, brendan hills, frédéric hubert, jean-claude mamou, amélie marian, laurent mignet, tova milo, cassio souza dos santos, bruno tessier, anne-marie vercoustre",1999,vldb,53e9bb6cb7602d97047ac179
a novel index supporting high volume data warehouse insertion.,"chris jermaine, anindya datta, edward omiecinski",1999,vldb,53e9a2c8b7602d9702bd1d84
query processing in spatial network databases.,"dimitris papadias, jun zhang 0005, nikos mamoulis, yufei tao",2003,vldb,53e9b4b4b7602d9703fcbc3d
further improvements on integrity constraint checking for stratifiable deductive databases.,"sin yeung lee, tok wang ling",1996,vldb,53e9a186b7602d9702a77d44
composing mappings among data sources.,"jayant madhavan, alon y. halevy",2003,vldb,53e9ac62b7602d97036346d9
mining surprising patterns using temporal description length.,"soumen chakrabarti, sunita sarawagi, byron dom",1998,vldb,53e9a335b7602d9702c41366
toward learning based web query processing.,"yanlei diao, hongjun lu, songting chen, zengping tian",2000,vldb,53e9a584b7602d9702eac3cb
hypothetical queries in an olap environment.,"andrey balmin, thanos papadimitriou, yannis papakonstantinou",2000,vldb,53e9ac8fb7602d9703666e4e
hyperqueries: dynamic distributed query processing on the internet.,"alfons kemper, christian wiesner",2001,vldb,53e9ba90b7602d97046b9215
1-safe algorithms for symmetric site configurations.,"rune humborstad, maitrayi sabaratnam, svein-olaf hvasshovd, øystein torbjørnsen",1997,vldb,53e9b241b7602d9703ce221d
concurrent garbage collection in o2.,"marcin skubiszewski, patrick valduriez",1997,vldb,53e9ac2eb7602d97035f076b
joining ranked inputs in practice.,"ihab f. ilyas, walid g. aref, ahmed k. elmagarmid",2002,vldb,53e9b0abb7602d9703b1ae51
statstream: statistical monitoring of thousands of data streams in real time.,"yunyue zhu, dennis shasha",2002,vldb,53e9bb22b7602d970475b243
indexing and querying xml data for regular path expressions.,"quanzhong li, bongki moon",2001,vldb,53e9a58bb7602d9702eb23b4
active storage for large-scale data mining and multimedia.,"erik riedel, garth a. gibson, christos faloutsos",1998,vldb,53e9a6cab7602d9702ffc5f7
distributed top-n query processing with possibly uncooperative local systems.,"clement t. yu, george philip, weiyi meng",2003,vldb,53e99eb5b7602d970277e6a0
estimating the output cardinality of partial preaggregation with a measure of clusteredness.,"sven helmer, thomas neumann 0001, guido moerkotte",2003,vldb,53e9b3d4b7602d9703ebf408
ibm's db2 universal database demonstrations at vldb'98.,"k. bernhard schiefer, jim kleewein, karen brannon, guy m. lohman, gene fuh",1998,vldb,53e9ba64b7602d970467fd48
qstream: deterministic querying of data streams.,"sven schmidt, henrike berthold, wolfgang lehner",2004,vldb,53e9b93eb7602d9704527232
generating call-level interfaces for advanced database application programming.,"udo nink, theo härder, norbert ritter",1999,vldb,53e9ab31b7602d97034bb265
efficient incremental garbage collection for client-server object database systems.,"laurent amsaleg, michael j. franklin, olivier gruber",1995,vldb,53e9ba17b7602d970461fe2d
agora: living with xml and relational.,"ioana manolescu, daniela florescu, donald kossmann, florian xhumari, dan olteanu",2000,vldb,53e99bdcb7602d9702485bfd
a regression-based temporal pattern mining scheme for data streams.,"wei-guang teng, ming-syan chen, philip s. yu",2003,vldb,53e9a86ab7602d97031b90c7
semantic compression and pattern extraction with fascicles.,"h. v. jagadish, j. madar, raymond t. ng",1999,vldb,53e9adc7b7602d97037cc2f7
databases in a wireless world.,david yach,2004,vldb,53e9ab89b7602d9703535629
metrics for accessing heterogeneous data: is there any hope? (panel).,"leonard j. seligman, nicholas j. belkin, erich j. neuhold, michael stonebraker, gio wiederhold",1995,vldb,53e9b04eb7602d9703aae87b
dynamic memory adjustment for external mergesort.,"weiye zhang, per-åke larson",1997,vldb,53e9b34ab7602d9703e23a05
consistency based snapshot management in data grids.,lutz schlesinger,2003,vldb phd workshop,53e99f27b7602d97027f1cce
application servers and associated technologies.,c. mohan,2002,vldb,53e9ab69b7602d970350a4e7
cache conscious indexing for decision-support in main memory.,"jun rao, kenneth a. ross",1999,vldb,53e9bdc6b7602d9704a737d2
querying continuous time sequences.,"ling lin, tore risch",1998,vldb,53e99b3cb7602d97023d98ac
building scalable internet applications with oracle8i server.,"julie basu, josé alberto fernández, olga peschansky",2000,vldb,53e9b4e4b7602d970400d1d1
using formal methods to reason about semantics-based decompositions of transactions.,"paul ammann, sushil jajodia, indrakshi ray",1995,vldb,53e9b505b7602d970403b139
aggregate maintenance for data warehousing in informix red brick vista.,"craig j. bunker, latha s. colby, richard l. cole, william j. mckenna, gopal mulagund, david wilhite",2001,vldb,53e9af8eb7602d97039d83e2
