Title,Authors,Year,Venue,Index
xquec: pushing queries to compressed xml data,"andrei arion, angela bonifati, gianni costa, sandra d'aguanno, ioana manolescu, andrea pugliese",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe84
a dependability benchmark for oltp application environments,"marco vieira, henrique madeira",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe61
the zero-delay data warehouse: mobilizing heterogeneous database,eva kühn,2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe7d
merging models based on given correspondences,"rachel a. pottinger, philip a. bernstein",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe6b
integrated data management for mobile services in the real world,"c. hage, c. s. jensen, t. b. pedersen, l. speicys, i. timko",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe79
cache tables: paving the way for an adaptive database cache,"mehmet altinel, christof bornhövd, sailesh krishnamurthy, c. mohan, hamid pirahesh, berthold reinwald",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe5f
xml schemas in oracle xml db,"ravi murthy, sandeepan banerjee",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe78
web services (industrial session),l. f. cabrera,2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe7a
commercial use of database technology,harald schöning,2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe7c
grid and applications (industrial session),frank leymann,2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe7b
primitives for workload summarization and implications for sql,"surajit chaudhuri, prasanna ganesan, vivek narasayya",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe60
multiscale histograms: summarizing topological relations in large spatial datasets,"xuemin lin, qing liu, yidong yuan, xiaofang zhou",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe67
estimating the output cardinality of partial preaggregation with a measure of clusteredness,"sven helmer, thomas neumann, guido moerkotte",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe5a
proceedings of the thirtieth international conference on very large data bases - volume 30,"mario a. nascimento, m. tamer özsu, donald kossmann, renée j. miller, josé a. blakeley, k. bernhard schiefer",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4018b
databases in a wireless world,david yach,2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4018c
whither data mining?,"rakesh agrawal, ramakrishnan srikant",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4018e
practical suffix tree construction,"sandeep tata, richard a. hankins, jignesh m. patel",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40191
client-based access control management for xml documents,"luc bouganim, françois dang ngoc, philippe pucheral",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40195
answering xpath queries over networks by sending minimal views,"keishi tajima, yoshiki fukui",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40192
taming xpath queries by minimizing wildcard steps,"chee-yong chan, wenfei fan, yiming zeng",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4019b
compressing large boolean matrices using reordering techniques,"david johnson, shankar krishnan, jatin chhugani, subodh kumar, suresh venkatasubramanian",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4018f
the next framework for logical xquery optimization,"alin deutsch, yannis papakonstantinou, yu xu",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4019c
secure xml publishing without information leakage in the presence of data inference,"xiaochun yang, chen li",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40196
efficient xml-to-sql query translation: where to add the intelligence?,"rajasekar krishnamurthy, raghav kaushik, jeffrey f. naughton",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4019a
false positive or false negative: mining frequent itemsets from high speed transactional data streams,"jeffery xu yu, zhihong chong, hongjun lu, aoying zhou",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4019f
from xml view updates to relational view updates: old solutions to a new problem,"vanessa p. braganholo, susan b. davidson, carlos a. heuser",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401a5
a framework for using materialized xpath views in xml query processing,"andrey balmin, fatma özcan, kevin s. beyer, roberta j. cochrane, hamid pirahesh",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40193
bloom histogram: path selectivity estimation for xml data with updates,"wei wang, haifeng jiang, hongjun lu, jeffrey xu yu",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401a2
limiting disclosure in hippocratic databases,"kristen lefevre, rakesh agrawal, vuk ercegovac, raghu ramakrishnan, yirong xu, david dewitt",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40197
rox: relational over xml,"alan halverson, vanja josifovski, guy lohman, hamid pirahesh, mathias mörschel",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401a4
schema-based scheduling of event processors and buffer minimization for queries on structured data streams,"christoph koch, stefanie scherzinger, nicole schweikardt, bernhard stegmaier",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401a1
memory-limited execution of windowed stream joins,"utkarsh srivastava, jennifer widom",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401a9
wic: a general-purpose algorithm for monitoring web information sources,"sandeep pandey, kedar dhamdhere, christopher olston",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401ac
accurate and efficient crawling for relevant websites,"martin ester, hans-peter kriegel, matthias schubert",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401af
xquery on sql hosts,"torsten grust, sherif sakr, jens teubner",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401a3
detecting change in data streams,"daniel kifer, shai ben-david, johannes gehrke",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4019d
network-aware query processing for stream-based applications,"yanif ahmad, uğur çetintemel",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401b4
the polynomial complexity of fully materialized coalesced cubes,"yannis sismanis, nick roussopoulos",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401bb
computing pagerank in a distributed internet search system,"yuan wang, david j. dewitt",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401b1
instance-based schema matching for web databases by domain-specific query probing,"jiying wang, ji-rong wen, fred lochovsky, wei-ying ma",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401b0
query languages and data models for database sequences and data streams,"yan-nei law, haixun wang, carlo zaniolo",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401b7
high-dimensional olap: a minimal cubing approach,"xiaolei li, jiawei han, hector gonzalez",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401ba
efficiency-quality tradeoffs for vector score aggregation,"pavan kumar c. singitham, mahathi s. mahabhashyam, prabhakar raghavan",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401c2
merging the results of approximate match operations,"sudipto guha, nick koudas, amit marathe, divesh srivastava",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401c3
steps towards cache-resident transaction processing,"stavros harizopoulos, anastassia ailamaki",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401c5
clotho: decoupling memory page layout from storage organization,"minglong shao, jiri schindler, steven w. schlosser, anastassia ailamaki, gregory r. ganger",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401c8
towards an internet-scale xml dissemination service,"yanlei diao, shariq rizvi, michael j. franklin",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401c1
cache-conscious radix-decluster projections,"stefan manegold, peter boncz, niels nes, martin kersten",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401c7
resilient rights protection for sensor streams,"radu sion, mikhail atallah, sunil prabhakar",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401cb
write-optimized b-trees,goetz graefe,2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401c6
vision paper: enabling privacy for the paranoids,"g. aggarwal, m. bawa, p. ganesan, h. garcia-molina, k. kenthapadi, n. mishra, r. motwani, u. srivastava, d. thomas, j. widom, y. xu",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401c9
objectrank: authority-based keyword search in databases,"andrey balmin, vagelis hristidis, yannis papakonstantinou",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401bd
similarity search for web services,"xin dong, alon halevy, jayant madhavan, ema nemes, jun zhang",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401ad
a privacy-preserving index for range queries,"bijit hore, sharad mehrotra, gene tsudik",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401ca
reverse knn search in arbitrary dimensionality,"yufei tao, dimitris papadias, xiang lian",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401cc
online balancing of range-partitioned data with applications to peer-to-peer systems,"prasanna ganesan, mayank bawa, hector garcia-molina",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401b3
linear road: a stream data management benchmark,"arvind arasu, mitch cherniack, eduardo galvez, david maier, anurag s. maskey, esther ryvkina, michael stonebraker, richard tibbetts",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401b6
griddb: a data-centric overlay for scientific grids,"david t. liu, michael j. franklin",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401c0
auditing compliance with a hippocratic database,"rakesh agrawal, roberto bayardo, christos faloutsos, jerry kiernan, ralf rantzau, ramakrishnan srikant",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401b9
model-driven data acquisition in sensor networks,"amol deshpande, carlos guestrin, samuel r. madden, joseph m. hellerstein, wei hong",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401bf
relational link-based ranking,"floris geerts, heikki mannila, evimaria terzi",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401bc
tamper detection in audit logs,"richard t. snodgrass, shilong stanley yao, christian collberg",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401b8
enhancing p2p file-sharing with an internet-scale query processor,"boon thau loo, joseph m. hellerstein, ryan huebsch, scott shenker, ion stoica",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401b2
schema-free xquery,"yunyao li, cong yu, h. v. jagadish",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40194
combating web spam with trustrank,"zoltán gyöngyi, hector garcia-molina, jan pedersen",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401be
data sharing through query translation in autonomous sources,"anastasios kementsietsidis, marcelo arenas",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401b5
awesome: a data warehouse-based system for adaptive website recommendations,"andreas thor, erhard rahm",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401ae
rehist: relative error histogram construction algorithms,"sudipto guha, kyuseok shim, jungchul woo",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401a7
resource sharing in continuous sliding-window aggregates,"arvind arasu, jennifer widom",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401aa
remembrance of streams past: overload-sensitive management of archived streams,"sirish chandrasekaran, michael franklin",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401ab
xwave: optimal and approximate extended wavelets,"sudipto guha, chulyun kim, kyuseok shim",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401a6
distributed set-expression cardinality estimation,"abhinandan das, sumit ganguly, minos garofalakis, rajeev rastogi",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401a8
indexing temporal xml documents,"alberto o. mendelzon, flavio rizzolo, alejandro vaisman",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401a0
on testing satisfiability of tree pattern queries,"laks v. s. lakshmanan, ganesh ramesh, hui wang, zheng zhao",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40198
on the performance of bitmap indices for high cardinality attributes,"kesheng wu, ekow otoo, arie shoshani",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40190
"stochastic consistency, and scalable pull-based caching for erratic data stream sources","shanzhong zhu, chinya v. ravishankar",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4019e
containment of nested xml queries,"xin dong, alon y. halevy, igor tatarinov",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40199
"structures, semantics and statistics",alon y. halevy,2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4018d
top-k query evaluation with probabilistic guarantees,"martin theobald, gerhard weikum, ralf schenkel",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401c4
object fusion in geographic information systems,"catriel beeri, yaron kanza, eliyahu safra, yehoshua sagiv",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401d2
algebraic manipulation of scientific datasets,"bill howe, david maier",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401db
symmetric relations and cardinality-bounded multisets in database systems,"kenneth a. ross, julia stoyanovich",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401da
automatic sql tuning in oracle 10g,"benoit dageville, dinesh das, karl dias, khaled yagoub, mohamed zait, mohamed ziauddin",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401ea
technology challenges in a data warehouse,ramesh bhashyam,2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401f7
biopatentminer: an information retrieval system for biomedical patents,"sougata mukherjea, bhuvan bamba",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401e7
probabilistic ranking of database query results,"surajit chaudhuri, gautam das, vagelis hristidis, gerhard weikum",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401d8
where is business intelligence taking today's database systems?,"william o'connell, andy witkowski, ramesh bhashyam, surajit chauduri",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401fa
security of shared data in large systems: state of the art and research directions,"arnon rosenthal, marianne winslett",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401fc
generating thousand benchmark queries in seconds,"meikel poess, john m. stephens, jr.",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401e5
automated design of multidimensional clustering tables for relational databases,"sam s. lightstone, bishwaranjan bhattacharjee",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401ef
a uniform system for publishing and maintaining xml data,"byron choi, wenfei fan, xibei jia, arek kasprzyk",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4020d
queries and updates in the codb peer to peer database system,"enrico franconi, gabriel kuper, andrei lopatenko, ilya zaihrayeu",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40207
a combined framework for grouping and order optimization,"thomas neumann, guido moerkotte",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401de
"an electronic patient record ""on steroids"": distributed, peer-to-peer, secure and privacy-conscious","serge abiteboul, bogdan alexe, omar benjelloun, bogdan cautis, irini fundulaki, tova milo, arnaud sahuguet",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40206
"compass: a concept-based web search engine for html, xml, and deep web data","jens graupmann, michael biwer, christian zimmer, patrick zimmer, matthias bender, martin theobald, gerhard weikum",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40210
discovering and ranking semantic associations over a large rdf metabase,"chris halaschek, boanerges aleman-meza, i. budak arpinar, amit p. sheth",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40211
voronoi-based k nearest neighbor search for spatial network databases,"mohammad kolahdouzan, cyrus shahabi",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401d4
indexing xml data stored in a relational database,"shankar pal, istvan cseri, oliver seeliger, gideon schaller, leo giakoumakis, vasili zolotov",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401ed
p*time: highly scalable oltp dbms for managing update-intensive stream workload,"sang k. cha, changbin song",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401e4
on the marriage of lp-norms and edit distance,"lei chen, raymond ng",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401d0
supporting ontology-based semantic matching in rdbms,"souripriya das, eugene inseok chong, george eadon, jaannathan srinivasan",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401e6
maintenance of spatial semijoin queries on moving points,"glenn s. iwerks, hanan samet, kenneth p. smith",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401d3
hardware acceleration in commercial databases: a case study of spatial operations,"nagender bandi, chengyu sun, divyakant agrawal, amr el abbadi",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401e3
indexing large human-motion databases,"eamonn keogh, themistoklis palpanas, victor b. zordan, dimitrios gunopulos, marc cardle",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401cf
approximate nn queries on streams with guaranteed error/performance bounds,"nick koudas, beng chin ooi, kian-lee tan, rui zhang",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401d1
a multi-purpose implementation of mandatory access control in relational database management systems,"walid rjaibi, paul bird",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401e2
multi-objective query processing for database systems,"wolf-tilo balke, ulrich güntzer",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401dc
returning modified rows - select statements with side effects,"andreas behm, serge rielau, richard swagerman",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401e0
lifting the burden of history from adaptive query processing,"amol deshpande, joseph m. hellerstein",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401dd
gorder: an efficient method for knn join processing,"chenyi xia, hongjun lu, beng chin ooi, jing hu",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401cd
an integration framework for sensor networks and data stream management systems,"daniel j. abadi, wolfgang lindner, samuel madden, jörg schuler",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4021c
bilvideo video database management system,"özgür ulusoy, uğur güdükbay, mehmet emin dönderler, ediz saykol, cemil alper",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4021f
aida: an adaptive immersive data analyzer,"mehdi sharifzadeh, cyrus shahabi, bahareh navai, farid parvini, albert a. rizzo",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4021e
cape: continuous query engine with heterogeneous-grained adaptivity,"elke a. rundensteiner, luping ding, timothy sutherland, yali zhu, brad pielech, nishant mehta",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4021a
qstream: deterministic querying of data streams,"sven schmidt, henrike berthold, wolfgang lehner",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4021d
hifi: a unified architecture for high fan-in systems,"owen cooper, anil edakkunni, michael j. franklin, wei hong, shawn r. jeffery, sailesh krishnamurthy, fredrick reiss, shariq rizvi, eugene wu",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4021b
chicago: a test and evaluation environment for coarse-grained optimization,"tobias kraft, holger schwarz",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40218
svt: schema validation tool for microsoft sql-server,"ernest teniente, carles farré, toni urpí, carlos beltrán, david gañán",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40219
trust-serv: a lightweight trust negotiation service,"halvard skogsrud, boualem benatallah, fabio casati, manh q. dinh",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40214
green query optimization: taming query optimization overheads through plan recycling,"parag sarda, jayant r. haritsa",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40215
an automatic data grabber for large web sites,"valter crescenzi, giansalvatore mecca, paolo merialdo, paolo missier",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40212
cords: automatic generation of correlation statistics in db2,"ihab f. ilyas, volker markl, peter j. haas, paul g. brown, ashraf aboulnaga",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40217
progressive optimization in action,"vijayshankar raman, volker markl, david simmen, guy lohman, hamid pirahesh",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40216
"ws-catalognet: an infrastructure for creating, peering, and querying e-catalog communities","karim baïna, boualem benatallah, hye-young paik, farouk toumani, christophe rey, agnieszka rutkowska, bryan harianto",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40213
managing rfid data,"sudarshan s. chawathe, venkat krishnamurthy, sridhar ramachandran, sanjay sarma",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401f1
fluxquery: an optimizing xquery processor for streaming xml data,"christoph koch, stefanie scherzinger, nicole schweikardt, bernhard stegmaier",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4020f
semantic query optimization in an automata-algebra combined xquery engine over xml streams,"hong su, elke a. rundensteiner, murali mani",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4020b
shrex: managing xml documents in relational databases,"fang du, sihem amer-yahia, juliana freire",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4020c
self-managing technology in database management systems,"surajit chaudhuri, benoit dageville, guy lohman",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401fd
an injection with tree awareness: adding staircase join to postgresql,"sabine mayer, torsten grust, maurice van keulen, jens teubner",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4020e
streamminer: a classifier ensemble-based engine to mine concept-drifting data streams,wei fan,2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40202
efficient constraint processing for highly personalized location based services,"zhengdao xu, hans-arno jacobsen",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40209
hos-miner: a system for detecting outlyting subspaces of high-dimensional data,"ji zhang, meng lou, tok wang ling, hai wang",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40204
viztree: a tool for visually mining and monitoring massive time series databases,"jessica lin, eamonn keogh, stefano lonardi, jeffrey p. lankford, daonna m. nystrom",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40205
lh*rs: a highly available distributed data storage,"witold litwin, rim moussa, thomas j. e. schwarz",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e4020a
integrating automatic data acquisition with business processes experiences with sap's auto-id infrastructure,"christof bornhövd, tao lin, stephan haller, joachim schaper",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401f0
a-topss: a publish/subscribe system supporting imperfect information processing,"haifeng liu, hans-arno jacobsen",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40208
semantic mining and analysis of gene expression data,"xin xu, gao cong, beng chin ooi, kian-lee tan, anthony k. h. tung",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40203
computing frequent itemsets inside oracle 10g,"wei li, ari mozes",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40201
pivot and unpivot: optimization and execution strategies in an rdbms,"conor cunningham, césar a. galindo-legaria, goetz graefe",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401e1
efficient indexing methods for probabilistic threshold queries over uncertain data,"reynold cheng, yuni xia, sunil prabhakar, rahul shah, jeffrey scott vitter",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401d7
gpx: interactive mining of gene expression data,"daxin jiang, jian pei, aidong zhang",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40200
query and update efficient b+-tree based indexing of moving objects,"christian s. jensen, dan lin, beng chin ooi",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401ce
architectures and algorithms for internet-scale (p2p) data management,joseph m. hellerstein,2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401fe
a framework for projected clustering of high dimensional data streams,"charu c. aggarwal, jiawei han, jianyong wang, philip s. yu",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401d5
